feature,value,action,support,count,p_action_given_value,global_p_action,lift
open_profile,gradle_only,run_tests,698,45,0.06446991404011461,0.06515714285714286,0.9894527478202199
open_profile,gradle_only,lint_or_typecheck,698,37,0.05300859598853868,0.032614285714285714,1.6253183176512078
open_profile,gradle_only,ask_user,698,19,0.027220630372492838,0.038585714285714286,0.7054587656699366
open_profile,gradle_only,plan_task,698,16,0.022922636103151862,0.038271428571428574,0.5989490583130386
open_profile,gradle_only,web_search,698,22,0.03151862464183381,0.018185714285714284,1.7331529653797069
open_profile,gradle_only,respond_only,698,74,0.10601719197707736,0.07397142857142858,1.4332181225174614
open_profile,lock_only,read_file,610,51,0.08360655737704918,0.13224285714285713,0.632219835410332
open_profile,lock_only,grep_search,610,93,0.15245901639344261,0.1416,1.0766879688802444
open_profile,lock_only,list_directory,610,13,0.021311475409836064,0.061842857142857144,0.34460690198395116
open_profile,lock_only,glob_pattern,610,37,0.060655737704918035,0.07548571428571428,0.8035392958637894
open_profile,lock_only,edit_file,610,128,0.2098360655737705,0.15958571428571428,1.3148800098616003
open_profile,lock_only,write_file,610,0,0.0,0.021157142857142857,0.0
open_profile,lock_only,apply_patch,610,61,0.1,0.0689,1.4513788098693758
open_profile,lock_only,run_bash,610,25,0.040983606557377046,0.0724,0.566071913775926
open_profile,lock_only,run_tests,610,75,0.12295081967213115,0.06515714285714286,1.8869891201598727
open_profile,lock_only,lint_or_typecheck,610,26,0.04262295081967213,0.032614285714285714,1.3068797886014232
open_profile,lock_only,ask_user,610,28,0.04590163934426229,0.038585714285714286,1.1896019082185711
open_profile,lock_only,plan_task,610,13,0.021311475409836064,0.038271428571428574,0.5568507945832492
open_profile,lock_only,web_search,610,0,0.0,0.018185714285714284,0.0
open_profile,lock_only,respond_only,610,60,0.09836065573770492,0.07397142857142858,1.3297114526147824
open_profile,xml_only,read_file,423,42,0.09929078014184398,0.13224285714285713,0.7508214983179301
open_profile,xml_only,grep_search,423,60,0.14184397163120568,0.1416,1.0017229634972153
open_profile,xml_only,list_directory,423,10,0.02364066193853428,0.061842857142857144,0.3822698858159851
open_profile,xml_only,glob_pattern,423,33,0.07801418439716312,0.07548571428571428,1.0334960082894433
open_profile,xml_only,edit_file,423,81,0.19148936170212766,0.15958571428571428,1.1999154345312808
open_profile,xml_only,write_file,423,0,0.0,0.021157142857142857,0.0
open_profile,xml_only,apply_patch,423,27,0.06382978723404255,0.0689,0.9264120062996015
open_profile,xml_only,run_bash,423,41,0.09692671394799054,0.0724,1.3387667672374384
open_profile,xml_only,run_tests,423,47,0.1111111111111111,0.06515714285714286,1.7052790567370701
open_profile,xml_only,lint_or_typecheck,423,19,0.04491725768321513,0.032614285714285714,1.3772264729851333
open_profile,xml_only,ask_user,423,10,0.02364066193853428,0.038585714285714286,0.6126791320612364
open_profile,xml_only,plan_task,423,11,0.026004728132387706,0.038271428571428574,0.6794815114845612
open_profile,xml_only,web_search,423,0,0.0,0.018185714285714284,0.0
open_profile,xml_only,respond_only,423,42,0.09929078014184398,0.07397142857142858,1.342285556185608
open_profile,css_only,read_file,411,35,0.0851581508515815,0.13224285714285713,0.6439527449077137
open_profile,css_only,grep_search,411,60,0.145985401459854,0.1416,1.0309703492927542
